"Tool","Asset Type","IP Address","DNS Name","Host Name","Team Name","OS Name"
"Red Hat OpenShift","Container Platform","10.75.1.30","integration/web-1","integration/web-1","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.31","monitoring/web-2","monitoring/web-2","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.32","shared-services/web-3","shared-services/web-3","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.33","edge/web-4","edge/web-4","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.34","payments/scheduler-5","payments/scheduler-5","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.35","identity/scheduler-1","identity/scheduler-1","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.36","customer-portal/scheduler-2","customer-portal/scheduler-2","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.37","analytics/scheduler-3","analytics/scheduler-3","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.38","integration/scheduler-4","integration/scheduler-4","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.39","monitoring/scheduler-5","monitoring/scheduler-5","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.40","shared-services/scheduler-1","shared-services/scheduler-1","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.41","edge/scheduler-2","edge/scheduler-2","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.42","payments/gateway-3","payments/gateway-3","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.43","identity/gateway-4","identity/gateway-4","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.44","customer-portal/gateway-5","customer-portal/gateway-5","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.45","analytics/gateway-1","analytics/gateway-1","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.46","integration/gateway-2","integration/gateway-2","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.47","monitoring/gateway-3","monitoring/gateway-3","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.48","shared-services/gateway-4","shared-services/gateway-4","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.75.1.49","edge/gateway-5","edge/gateway-5","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.20","sec-openshift-041.example.internal","sec-openshift-041","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.21","net-openshift-042.example.internal","net-openshift-042","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.22","net-openshift-043.example.internal","net-openshift-043","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.23","db-openshift-044.example.internal","db-openshift-044","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.24","cld-openshift-045.example.internal","cld-openshift-045","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.25","net-openshift-046.example.internal","net-openshift-046","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.26","win-openshift-047.example.internal","win-openshift-047","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.27","sec-openshift-048.example.internal","sec-openshift-048","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.28","db-openshift-049.example.internal","db-openshift-049","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.29","win-openshift-050.example.internal","win-openshift-050","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.30","win-openshift-051.example.internal","win-openshift-051","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.31","virt-openshift-052.example.internal","virt-openshift-052","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.32","ep-openshift-053.example.internal","ep-openshift-053","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.33","db-openshift-054.example.internal","db-openshift-054","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.34","lnx-openshift-055.example.internal","lnx-openshift-055","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.35","virt-openshift-056.example.internal","virt-openshift-056","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.36","db-openshift-057.example.internal","db-openshift-057","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.37","db-openshift-058.example.internal","db-openshift-058","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.38","sec-openshift-059.example.internal","sec-openshift-059","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.39","virt-openshift-060.example.internal","virt-openshift-060","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.40","win-openshift-061.example.internal","win-openshift-061","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.41","cld-openshift-062.example.internal","cld-openshift-062","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.42","net-openshift-063.example.internal","net-openshift-063","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.43","db-openshift-064.example.internal","db-openshift-064","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.44","db-openshift-065.example.internal","db-openshift-065","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.45","sec-openshift-066.example.internal","sec-openshift-066","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.46","net-openshift-067.example.internal","net-openshift-067","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.47","sec-openshift-068.example.internal","sec-openshift-068","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.48","ep-openshift-069.example.internal","ep-openshift-069","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.49","lnx-openshift-070.example.internal","lnx-openshift-070","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.50","db-openshift-071.example.internal","db-openshift-071","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.51","ep-openshift-072.example.internal","ep-openshift-072","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.52","win-openshift-073.example.internal","win-openshift-073","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.53","win-openshift-074.example.internal","win-openshift-074","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.54","win-openshift-075.example.internal","win-openshift-075","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.55","net-openshift-076.example.internal","net-openshift-076","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.56","net-openshift-077.example.internal","net-openshift-077","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.57","virt-openshift-078.example.internal","virt-openshift-078","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.58","cld-openshift-079.example.internal","cld-openshift-079","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.59","virt-openshift-080.example.internal","virt-openshift-080","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.60","win-openshift-081.example.internal","win-openshift-081","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.61","win-openshift-082.example.internal","win-openshift-082","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.62","virt-openshift-083.example.internal","virt-openshift-083","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.63","virt-openshift-084.example.internal","virt-openshift-084","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.64","ep-openshift-085.example.internal","ep-openshift-085","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.65","ep-openshift-086.example.internal","ep-openshift-086","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.66","sec-openshift-087.example.internal","sec-openshift-087","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.67","sec-openshift-088.example.internal","sec-openshift-088","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.68","ep-openshift-089.example.internal","ep-openshift-089","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.69","win-openshift-090.example.internal","win-openshift-090","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.70","sec-openshift-091.example.internal","sec-openshift-091","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.71","ep-openshift-092.example.internal","ep-openshift-092","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.72","virt-openshift-093.example.internal","virt-openshift-093","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.73","win-openshift-094.example.internal","win-openshift-094","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.74","db-openshift-095.example.internal","db-openshift-095","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.75","cld-openshift-096.example.internal","cld-openshift-096","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.76","net-openshift-097.example.internal","net-openshift-097","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.77","virt-openshift-098.example.internal","virt-openshift-098","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.78","ep-openshift-099.example.internal","ep-openshift-099","Container Platform Operations","Red Hat OpenShift Container Platform"
"Red Hat OpenShift","Container Platform","10.85.1.79","cld-openshift-100.example.internal","cld-openshift-100","Container Platform Operations","Red Hat OpenShift Container Platform"
