"Tool","Asset Type","IP Address","DNS Name","Host Name","Team Name","OS Name"
"CrowdStrike Exposure Management","Linux Server","10.40.1.39","cs-asset-020.corp.example","cs-asset-020","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Windows Server","10.40.2.40","cs-asset-021.corp.example","cs-asset-021","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Linux Server","10.40.2.41","cs-asset-022.corp.example","cs-asset-022","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.2.42","cs-asset-023.corp.example","cs-asset-023","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Windows Server","10.40.2.43","cs-asset-024.corp.example","cs-asset-024","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Windows Server","10.40.2.44","cs-asset-025.corp.example","cs-asset-025","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Linux Server","10.40.2.45","cs-asset-026.corp.example","cs-asset-026","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.2.46","cs-asset-027.corp.example","cs-asset-027","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.2.47","cs-asset-028.corp.example","cs-asset-028","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Windows Server","10.40.2.48","cs-asset-029.corp.example","cs-asset-029","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Linux Server","10.40.2.49","cs-asset-030.corp.example","cs-asset-030","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.2.50","cs-asset-031.corp.example","cs-asset-031","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Windows Server","10.40.2.51","cs-asset-032.corp.example","cs-asset-032","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Windows Server","10.40.2.52","cs-asset-033.corp.example","cs-asset-033","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Linux Server","10.40.2.53","cs-asset-034.corp.example","cs-asset-034","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.2.54","cs-asset-035.corp.example","cs-asset-035","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.2.55","cs-asset-036.corp.example","cs-asset-036","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Windows Server","10.40.2.56","cs-asset-037.corp.example","cs-asset-037","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Linux Server","10.40.2.57","cs-asset-038.corp.example","cs-asset-038","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.2.58","cs-asset-039.corp.example","cs-asset-039","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Windows Server","10.40.2.59","cs-asset-040.corp.example","cs-asset-040","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Windows Server","10.40.3.60","cs-asset-041.corp.example","cs-asset-041","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Linux Server","10.40.3.61","cs-asset-042.corp.example","cs-asset-042","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.3.62","cs-asset-043.corp.example","cs-asset-043","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Linux Server","10.40.3.63","cs-asset-044.corp.example","cs-asset-044","Linux Operations","Ubuntu 22.04 LTS"
"CrowdStrike Exposure Management","Windows Server","10.40.3.64","cs-asset-045.corp.example","cs-asset-045","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Windows Server","10.84.1.20","win-crowdstrike-046.example.internal","win-crowdstrike-046","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.21","sec-crowdstrike-047.example.internal","sec-crowdstrike-047","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Cloud Asset","10.84.1.22","cld-crowdstrike-048.example.internal","cld-crowdstrike-048","Cloud Platform","AWS EC2"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.23","sec-crowdstrike-049.example.internal","sec-crowdstrike-049","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.24","sec-crowdstrike-050.example.internal","sec-crowdstrike-050","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Virtualization Host","10.84.1.25","virt-crowdstrike-051.example.internal","virt-crowdstrike-051","Infrastructure Operations","VMware ESXi 8"
"CrowdStrike Exposure Management","Virtualization Host","10.84.1.26","virt-crowdstrike-052.example.internal","virt-crowdstrike-052","Infrastructure Operations","VMware ESXi 8"
"CrowdStrike Exposure Management","Linux Server","10.84.1.27","lnx-crowdstrike-053.example.internal","lnx-crowdstrike-053","Linux Operations","Ubuntu 24.04 LTS"
"CrowdStrike Exposure Management","Cloud Asset","10.84.1.28","cld-crowdstrike-054.example.internal","cld-crowdstrike-054","Cloud Platform","AWS EC2"
"CrowdStrike Exposure Management","Windows Server","10.84.1.29","win-crowdstrike-055.example.internal","win-crowdstrike-055","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Network Device","10.84.1.30","net-crowdstrike-056.example.internal","net-crowdstrike-056","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Network Device","10.84.1.31","net-crowdstrike-057.example.internal","net-crowdstrike-057","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Endpoint","10.84.1.32","ep-crowdstrike-058.example.internal","ep-crowdstrike-058","Endpoint Engineering","Windows 11 Enterprise"
"CrowdStrike Exposure Management","Endpoint","10.84.1.33","ep-crowdstrike-059.example.internal","ep-crowdstrike-059","Endpoint Engineering","Windows 11 Enterprise"
"CrowdStrike Exposure Management","Linux Server","10.84.1.34","lnx-crowdstrike-060.example.internal","lnx-crowdstrike-060","Linux Operations","Ubuntu 24.04 LTS"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.35","sec-crowdstrike-061.example.internal","sec-crowdstrike-061","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.36","sec-crowdstrike-062.example.internal","sec-crowdstrike-062","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Network Device","10.84.1.37","net-crowdstrike-063.example.internal","net-crowdstrike-063","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Network Device","10.84.1.38","net-crowdstrike-064.example.internal","net-crowdstrike-064","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Endpoint","10.84.1.39","ep-crowdstrike-065.example.internal","ep-crowdstrike-065","Endpoint Engineering","Windows 11 Enterprise"
"CrowdStrike Exposure Management","Windows Server","10.84.1.40","win-crowdstrike-066.example.internal","win-crowdstrike-066","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Cloud Asset","10.84.1.41","cld-crowdstrike-067.example.internal","cld-crowdstrike-067","Cloud Platform","AWS EC2"
"CrowdStrike Exposure Management","Network Device","10.84.1.42","net-crowdstrike-068.example.internal","net-crowdstrike-068","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Linux Server","10.84.1.43","lnx-crowdstrike-069.example.internal","lnx-crowdstrike-069","Linux Operations","Ubuntu 24.04 LTS"
"CrowdStrike Exposure Management","Database","10.84.1.44","db-crowdstrike-070.example.internal","db-crowdstrike-070","Database Operations","PostgreSQL 16"
"CrowdStrike Exposure Management","Database","10.84.1.45","db-crowdstrike-071.example.internal","db-crowdstrike-071","Database Operations","PostgreSQL 16"
"CrowdStrike Exposure Management","Cloud Asset","10.84.1.46","cld-crowdstrike-072.example.internal","cld-crowdstrike-072","Cloud Platform","AWS EC2"
"CrowdStrike Exposure Management","Windows Server","10.84.1.47","win-crowdstrike-073.example.internal","win-crowdstrike-073","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Database","10.84.1.48","db-crowdstrike-074.example.internal","db-crowdstrike-074","Database Operations","PostgreSQL 16"
"CrowdStrike Exposure Management","Cloud Asset","10.84.1.49","cld-crowdstrike-075.example.internal","cld-crowdstrike-075","Cloud Platform","AWS EC2"
"CrowdStrike Exposure Management","Network Device","10.84.1.50","net-crowdstrike-076.example.internal","net-crowdstrike-076","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Windows Server","10.84.1.51","win-crowdstrike-077.example.internal","win-crowdstrike-077","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Windows Server","10.84.1.52","win-crowdstrike-078.example.internal","win-crowdstrike-078","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Windows Server","10.84.1.53","win-crowdstrike-079.example.internal","win-crowdstrike-079","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Windows Server","10.84.1.54","win-crowdstrike-080.example.internal","win-crowdstrike-080","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Network Device","10.84.1.55","net-crowdstrike-081.example.internal","net-crowdstrike-081","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Network Device","10.84.1.56","net-crowdstrike-082.example.internal","net-crowdstrike-082","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Network Device","10.84.1.57","net-crowdstrike-083.example.internal","net-crowdstrike-083","Network Engineering","Cisco IOS XE 17"
"CrowdStrike Exposure Management","Linux Server","10.84.1.58","lnx-crowdstrike-084.example.internal","lnx-crowdstrike-084","Linux Operations","Ubuntu 24.04 LTS"
"CrowdStrike Exposure Management","Endpoint","10.84.1.59","ep-crowdstrike-085.example.internal","ep-crowdstrike-085","Endpoint Engineering","Windows 11 Enterprise"
"CrowdStrike Exposure Management","Database","10.84.1.60","db-crowdstrike-086.example.internal","db-crowdstrike-086","Database Operations","PostgreSQL 16"
"CrowdStrike Exposure Management","Linux Server","10.84.1.61","lnx-crowdstrike-087.example.internal","lnx-crowdstrike-087","Linux Operations","Ubuntu 24.04 LTS"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.62","sec-crowdstrike-088.example.internal","sec-crowdstrike-088","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Linux Server","10.84.1.63","lnx-crowdstrike-089.example.internal","lnx-crowdstrike-089","Linux Operations","Ubuntu 24.04 LTS"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.64","sec-crowdstrike-090.example.internal","sec-crowdstrike-090","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Windows Server","10.84.1.65","win-crowdstrike-091.example.internal","win-crowdstrike-091","Windows Operations","Windows Server 2022"
"CrowdStrike Exposure Management","Cloud Asset","10.84.1.66","cld-crowdstrike-092.example.internal","cld-crowdstrike-092","Cloud Platform","AWS EC2"
"CrowdStrike Exposure Management","Cloud Asset","10.84.1.67","cld-crowdstrike-093.example.internal","cld-crowdstrike-093","Cloud Platform","AWS EC2"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.68","sec-crowdstrike-094.example.internal","sec-crowdstrike-094","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Endpoint","10.84.1.69","ep-crowdstrike-095.example.internal","ep-crowdstrike-095","Endpoint Engineering","Windows 11 Enterprise"
"CrowdStrike Exposure Management","Linux Server","10.84.1.70","lnx-crowdstrike-096.example.internal","lnx-crowdstrike-096","Linux Operations","Ubuntu 24.04 LTS"
"CrowdStrike Exposure Management","Virtualization Host","10.84.1.71","virt-crowdstrike-097.example.internal","virt-crowdstrike-097","Infrastructure Operations","VMware ESXi 8"
"CrowdStrike Exposure Management","Endpoint","10.84.1.72","ep-crowdstrike-098.example.internal","ep-crowdstrike-098","Endpoint Engineering","Windows 11 Enterprise"
"CrowdStrike Exposure Management","Security Appliance","10.84.1.73","sec-crowdstrike-099.example.internal","sec-crowdstrike-099","Security Operations","Palo Alto PAN-OS 11"
"CrowdStrike Exposure Management","Linux Server","10.84.1.74","lnx-crowdstrike-100.example.internal","lnx-crowdstrike-100","Linux Operations","Ubuntu 24.04 LTS"
