age_in_days,asset.display_fqdn,asset.display_ipv4_address,asset.display_ipv6_address,asset.display_mac_address,asset.host_name,asset.id,asset.ipv4_addresses,asset.ipv6_addresses,asset.last_authenticated_scan_time,asset.last_licensed_scan_time,asset.name,asset.netbios_name,asset.network.id,asset.network.name,asset.operating_system,asset.operating_systems,asset.system_type,asset.tags,asset_inventory,default_account,definition.bugtraq,definition.cpe,definition.cve,definition.cvss2.base_score,definition.cvss2.base_vector,definition.cvss2.temporal_score,definition.cvss2.temporal_vector,definition.cvss3.base_score,definition.cvss3.base_vector,definition.cvss3.temporal_score,definition.cvss3.temporal_vector,definition.cvss4.base_score,definition.cvss4.base_vector,definition.cwe,definition.description,definition.epss.score,definition.exploitability_ease,definition.exploited_by_malware,definition.exploited_by_nessus,definition.family,definition.iava,definition.iavb,definition.iavm,definition.iavt,definition.id,definition.in_the_news,definition.malware,definition.name,definition.patch_published,definition.plugin_published,definition.plugin_updated,definition.plugin_version,definition.references,definition.see_also,definition.severity,definition.solution,definition.stig_severity,definition.synopsis,definition.type,definition.unsupported_by_vendor,definition.vpr.drivers_age_of_vulns_high,definition.vpr.drivers_age_of_vulns_low,definition.vpr.drivers_cvss3_impact_score,definition.vpr.drivers_exploit_code_maturity,definition.vpr.drivers_product_coverage,definition.vpr.drivers_threat_intensity,definition.vpr.drivers_threat_recency_high,definition.vpr.drivers_threat_recency_low,definition.vpr.drivers_threat_sources,definition.vpr.score,definition.vpr_v2.drivers_cve_id,definition.vpr_v2.drivers_exploit_chain,definition.vpr_v2.drivers_exploit_code_maturity,definition.vpr_v2.drivers_exploit_probability,definition.vpr_v2.drivers_in_the_news_intensity_last_30,definition.vpr_v2.drivers_in_the_news_recency,definition.vpr_v2.drivers_in_the_news_sources_last_30,definition.vpr_v2.drivers_malware_observations_intensity_last_30,definition.vpr_v2.drivers_malware_observations_recency,definition.vpr_v2.drivers_on_cisa_kev,definition.vpr_v2.drivers_targeted_industries,definition.vpr_v2.drivers_targeted_regions,definition.vpr_v2.drivers_vpr_percentile,definition.vpr_v2.drivers_vpr_severity,definition.vpr_v2.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_fixed,last_seen,output,port,protocol,recast_reason,resurfaced_date,risk_modified,scan.id,scan.target,severity,software_vulns,source,state,time_to_fix,vuln_age,vuln_sla_date
75,asset-001.corp.local,10.20.11.21,,00:16:3e:29:bb:cd,asset-001,asset-0041,10.20.11.21,,2026-06-30,2026-06-30,asset-001.corp.local,ASSET-001,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90041,cpe:/a:mva:web_servers,CVE-2020-1938,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,0.891,Functional,false,true,Web Servers,,,,,200041,false,false,Apache Tomcat AJP Request Injection,2026-01-20,2026-02-01,2026-06-30,1.0,https://tomcat.apache.org/security-9.html,https://tomcat.apache.org/security-9.html,Critical,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Apache Tomcat AJP Request Injection,remote,false,,,,,,,,,,9.8,CVE-2020-1938,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-16,vuln-200041-10.20.11.21,,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.20.11.21:8009.,8009,tcp,,,false,scan-202606,10.20.11.21,Critical,true,tenable.io,open,,75,2026-05-16
74,asset-002.corp.local,10.20.12.22,,00:16:3e:2a:bb:d2,asset-002,asset-0042,10.20.12.22,,2026-06-30,2026-06-30,asset-002.corp.local,ASSET-002,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90042,cpe:/a:mva:web_servers,CVE-2021-44228,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,0.673,No known exploits,false,false,Web Servers,,,,,200042,false,false,Apache Log4j Remote Code Execution,2026-01-20,2026-02-01,2026-06-30,1.0,https://logging.apache.org/log4j/2.x/security.html,https://logging.apache.org/log4j/2.x/security.html,High,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,Apache Log4j Remote Code Execution,remote,false,,,,,,,,,,7.4,CVE-2021-44228,,Unproven,0.74,,,,,,false,,,,,7.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-17,vuln-200042-10.20.12.22,,2026-06-30,Apache Log4j Remote Code Execution detected on 10.20.12.22:8080.,8080,tcp,,,false,scan-202606,10.20.12.22,High,true,tenable.io,open,,74,2026-05-17
73,asset-003.corp.local,10.20.13.23,,00:16:3e:2b:bb:d7,asset-003,asset-0043,10.20.13.23,,2026-06-30,2026-06-30,asset-003.corp.local,ASSET-003,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90043,cpe:/a:mva:databases,,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Databases,,,,,200043,false,false,Microsoft SQL Server Unsupported Version,2026-01-20,2026-02-01,2026-06-30,1.0,https://learn.microsoft.com/sql/sql-server/end-of-support,https://learn.microsoft.com/sql/sql-server/end-of-support,Medium,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Medium,Microsoft SQL Server Unsupported Version,remote,true,,,,,,,,,,5.4,,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-18,vuln-200043-10.20.13.23,,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.20.13.23:1433.,1433,tcp,,,false,scan-202606,10.20.13.23,Medium,true,tenable.io,open,,73,2026-05-18
152,asset-004.corp.local,10.20.14.24,,00:16:3e:2c:bb:dc,asset-004,asset-0044,10.20.14.24,,2026-06-30,2026-06-30,asset-004.corp.local,ASSET-004,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90044,cpe:/a:mva:general,CVE-2023-0286,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,OpenSSL Security Update Available was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,General,,,,,200044,false,false,OpenSSL Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.openssl.org/news/vulnerabilities.html,https://www.openssl.org/news/vulnerabilities.html,Low,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,OpenSSL Security Update Available,remote,false,,,,,,,,,,2.4,CVE-2023-0286,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-01-29,vuln-200044-10.20.14.24,,2026-06-30,OpenSSL Security Update Available detected on 10.20.14.24:443.,443,tcp,,,false,scan-202606,10.20.14.24,Low,true,tenable.io,open,,152,2026-02-28
71,asset-005.corp.local,10.20.15.25,,00:16:3e:2d:bb:e1,asset-005,asset-0045,10.20.15.25,,2026-06-30,2026-06-30,asset-005.corp.local,ASSET-005,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90045,cpe:/a:mva:windows,,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,0.855,No known exploits,false,false,Windows,,,,,200045,false,false,Remote Desktop Weak Encryption Enabled,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Critical,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Remote Desktop Weak Encryption Enabled,remote,false,,,,,,,,,,9.4,,,Unproven,0.94,,,,,,false,,,,,9.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-20,vuln-200045-10.20.15.25,,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.20.15.25:3389.,3389,tcp,,,false,scan-202606,10.20.15.25,Critical,true,tenable.io,open,,71,2026-05-20
70,asset-006.corp.local,10.20.16.26,,00:16:3e:2e:bb:e6,asset-006,asset-0046,10.20.16.26,,2026-06-30,2026-06-30,asset-006.corp.local,ASSET-006,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90046,cpe:/a:mva:web_servers,CVE-2025-2345,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Nginx Security Update Available was identified during the monthly vulnerability report.,0.709,Functional,false,true,Web Servers,,,,,200046,false,false,Nginx Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://nginx.org/en/security_advisories.html,https://nginx.org/en/security_advisories.html,High,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,Nginx Security Update Available,remote,false,,,,,,,,,,7.8,CVE-2025-2345,,Functional,0.78,,,,,,false,,,,,7.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-21,vuln-200046-10.20.16.26,,2026-06-30,Nginx Security Update Available detected on 10.20.16.26:443.,443,tcp,,,false,scan-202606,10.20.16.26,High,true,tenable.io,open,,70,2026-05-21
69,asset-007.corp.local,10.20.17.27,,00:16:3e:2f:bb:eb,asset-007,asset-0047,10.20.17.27,,2026-06-30,2026-06-30,asset-007.corp.local,ASSET-007,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90047,cpe:/a:mva:windows,,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,SMB Signing Not Required was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Windows,,,,,200047,false,false,SMB Signing Not Required,2026-01-20,2026-02-01,2026-06-30,1.0,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Medium,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Medium,SMB Signing Not Required,remote,false,,,,,,,,,,5.4,,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,2026-01-20,patch,2026-04-22,vuln-200047-10.20.17.27,,2026-06-30,SMB Signing Not Required detected on 10.20.17.27:445.,445,tcp,,,false,scan-202606,10.20.17.27,Medium,true,tenable.io,open,,69,2026-05-22
68,asset-008.corp.local,10.20.18.28,,00:16:3e:30:bb:f0,asset-008,asset-0048,10.20.18.28,,2026-06-30,2026-06-30,asset-008.corp.local,ASSET-008,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90048,cpe:/a:mva:general,CVE-2024-20919,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,General,,,,,200048,false,false,Oracle Java Unsupported Version,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Low,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Low,Oracle Java Unsupported Version,remote,true,,,,,,,,,,2.4,CVE-2024-20919,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-23,vuln-200048-10.20.18.28,,2026-06-30,Oracle Java Unsupported Version detected on 10.20.18.28:0.,0,tcp,,,false,scan-202606,10.20.18.28,Low,true,tenable.io,open,,68,2026-05-23
67,asset-009.corp.local,10.20.10.29,,00:16:3e:31:bb:f5,asset-009,asset-0049,10.20.10.29,,2026-06-30,2026-06-30,asset-009.corp.local,ASSET-009,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90049,cpe:/a:mva:linux,CVE-2024-1086,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,0.891,Functional,false,true,Linux,,,,,200049,false,false,Linux Kernel Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Critical,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Linux Kernel Security Update Available,remote,false,,,,,,,,,,9.8,CVE-2024-1086,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-24,vuln-200049-10.20.10.29,,2026-06-30,Linux Kernel Security Update Available detected on 10.20.10.29:0.,0,tcp,,,false,scan-202606,10.20.10.29,Critical,true,tenable.io,open,,67,2026-05-24
66,asset-010.corp.local,10.20.11.30,,00:16:3e:32:bb:fa,asset-010,asset-0050,10.20.11.30,,2026-06-30,2026-06-30,asset-010.corp.local,ASSET-010,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90050,cpe:/a:mva:ssl,,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,0.709,Functional,true,true,SSL,,,,,200050,false,true,TLS 1.0 Protocol Detection,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,High,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",High,TLS 1.0 Protocol Detection,remote,false,,,,,,,,,,7.8,,,Functional,0.78,,,,,,false,,,,,7.8,2025-01-15,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",2026-01-20,patch,2026-04-25,vuln-200050-10.20.11.30,,2026-06-30,TLS 1.0 Protocol Detection detected on 10.20.11.30:443.,443,tcp,,,false,scan-202606,10.20.11.30,High,true,tenable.io,open,,66,2026-05-25
230,asset-011.corp.local,10.20.12.31,,00:16:3e:33:bb:00,asset-011,asset-0051,10.20.12.31,,2026-06-30,2026-06-30,asset-011.corp.local,ASSET-011,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90051,cpe:/a:mva:web_servers,CVE-2020-1938,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Web Servers,,,,,200051,false,false,Apache Tomcat AJP Request Injection,2026-01-20,2026-02-01,2026-06-30,1.0,https://tomcat.apache.org/security-9.html,https://tomcat.apache.org/security-9.html,Medium,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Apache Tomcat AJP Request Injection,remote,false,,,,,,,,,,5.4,CVE-2020-1938,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2025-11-12,vuln-200051-10.20.12.31,,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.20.12.31:8009.,8009,tcp,,,false,scan-202606,10.20.12.31,Medium,true,tenable.io,open,,230,2025-12-12
89,asset-012.corp.local,10.20.13.32,,00:16:3e:34:bb:05,asset-012,asset-0052,10.20.13.32,,2026-06-30,2026-06-30,asset-012.corp.local,ASSET-012,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90052,cpe:/a:mva:web_servers,CVE-2021-44228,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,Web Servers,,,,,200052,false,false,Apache Log4j Remote Code Execution,2026-01-20,2026-02-01,2026-06-30,1.0,https://logging.apache.org/log4j/2.x/security.html,https://logging.apache.org/log4j/2.x/security.html,Low,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Apache Log4j Remote Code Execution,remote,false,,,,,,,,,,2.4,CVE-2021-44228,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-02,vuln-200052-10.20.13.32,,2026-06-30,Apache Log4j Remote Code Execution detected on 10.20.13.32:8080.,8080,tcp,,,false,scan-202606,10.20.13.32,Low,true,tenable.io,open,,89,2026-05-02
88,asset-013.corp.local,10.20.14.33,,00:16:3e:35:bb:0a,asset-013,asset-0053,10.20.14.33,,2026-06-30,2026-06-30,asset-013.corp.local,ASSET-013,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90053,cpe:/a:mva:databases,,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,0.891,Functional,false,true,Databases,,,,,200053,false,false,Microsoft SQL Server Unsupported Version,2026-01-20,2026-02-01,2026-06-30,1.0,https://learn.microsoft.com/sql/sql-server/end-of-support,https://learn.microsoft.com/sql/sql-server/end-of-support,Critical,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Critical,Microsoft SQL Server Unsupported Version,remote,true,,,,,,,,,,9.8,,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-03,vuln-200053-10.20.14.33,,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.20.14.33:1433.,1433,tcp,,,false,scan-202606,10.20.14.33,Critical,true,tenable.io,open,,88,2026-05-03
87,asset-014.corp.local,10.20.15.34,,00:16:3e:36:bb:0f,asset-014,asset-0054,10.20.15.34,,2026-06-30,2026-06-30,asset-014.corp.local,ASSET-014,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90054,cpe:/a:mva:general,CVE-2023-0286,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,OpenSSL Security Update Available was identified during the monthly vulnerability report.,0.673,No known exploits,false,false,General,,,,,200054,false,false,OpenSSL Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.openssl.org/news/vulnerabilities.html,https://www.openssl.org/news/vulnerabilities.html,High,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,OpenSSL Security Update Available,remote,false,,,,,,,,,,7.4,CVE-2023-0286,,Unproven,0.74,,,,,,false,,,,,7.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-04,vuln-200054-10.20.15.34,,2026-06-30,OpenSSL Security Update Available detected on 10.20.15.34:443.,443,tcp,,,false,scan-202606,10.20.15.34,High,true,tenable.io,open,,87,2026-05-04
156,asset-015.corp.local,10.20.16.35,,00:16:3e:37:bb:14,asset-015,asset-0055,10.20.16.35,,2026-06-30,2026-06-30,asset-015.corp.local,ASSET-015,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90055,cpe:/a:mva:windows,,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Windows,,,,,200055,false,false,Remote Desktop Weak Encryption Enabled,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Medium,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Remote Desktop Weak Encryption Enabled,remote,false,,,,,,,,,,5.4,,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-01-25,vuln-200055-10.20.16.35,,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.20.16.35:3389.,3389,tcp,,,false,scan-202606,10.20.16.35,Medium,true,tenable.io,open,,156,2026-02-24
85,asset-016.corp.local,10.20.17.36,,00:16:3e:38:bb:19,asset-016,asset-0056,10.20.17.36,,2026-06-30,2026-06-30,asset-016.corp.local,ASSET-016,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90056,cpe:/a:mva:web_servers,CVE-2025-2345,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Nginx Security Update Available was identified during the monthly vulnerability report.,0.255,Functional,false,true,Web Servers,,,,,200056,true,false,Nginx Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://nginx.org/en/security_advisories.html,https://nginx.org/en/security_advisories.html,Low,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Nginx Security Update Available,remote,false,,,,,,,,,,2.8,CVE-2025-2345,,Functional,0.28,,,,,,false,,,,,2.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-06,vuln-200056-10.20.17.36,,2026-06-30,Nginx Security Update Available detected on 10.20.17.36:443.,443,tcp,,,false,scan-202606,10.20.17.36,Low,true,tenable.io,open,,85,2026-05-06
84,asset-017.corp.local,10.20.18.37,,00:16:3e:39:bb:1e,asset-017,asset-0057,10.20.18.37,,2026-06-30,2026-06-30,asset-017.corp.local,ASSET-017,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90057,cpe:/a:mva:windows,,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,SMB Signing Not Required was identified during the monthly vulnerability report.,0.855,No known exploits,false,false,Windows,,,,,200057,false,false,SMB Signing Not Required,2026-01-20,2026-02-01,2026-06-30,1.0,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Critical,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Critical,SMB Signing Not Required,remote,false,,,,,,,,,,9.4,,,Unproven,0.94,,,,,,false,,,,,9.4,2025-01-15,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,2026-01-20,patch,2026-04-07,vuln-200057-10.20.18.37,,2026-06-30,SMB Signing Not Required detected on 10.20.18.37:445.,445,tcp,,,false,scan-202606,10.20.18.37,Critical,true,tenable.io,open,,84,2026-05-07
