Vulnerability Priority Rating,Exploit Prediction Scoring System (EPSS),IP Address,Protocol,Port,ACR,AES,Exploit?,Repository,MAC Address,DNS Name,NetBIOS Name,Plugin Output,Synopsis,Description,Steps to Remediate,Risk Factor,STIG Severity,CVSS V2 Base Score,CVSS V3 Base Score,CVSS V4 Base Score,CVSS V2 Temporal Score,CVSS V3 Temporal Score,CVSS V4 Threat Score,CVSS V2 Vector,CVSS V3 Vector,CVSS V4 Vector,CVSS V4 Threat Vector,CVSS V4 Supplemental,CPE,CVE,BID,Cross References,First Discovered,Last Observed,Vuln Publication Date,Security End of Life Date,Patch Publication Date,Plugin Publication Date,Plugin Modification Date,Exploit Ease,Exploit Frameworks,Check Type,Version,Recast Risk Comment,Accept Risk Comment,Agent ID,Host ID,Nessus Web Tests,Thorough Tests,Scan Accuracy,Plugin Name,Family,Plugin,Severity,See Also
5.4,0.491,10.20.12.31,tcp,8009,711,661,No,MVA Sample Repository,00:16:3e:0b:aa:4d,asset-011.corp.local,ASSET-011,Apache Tomcat AJP Request Injection detected on 10.20.12.31:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90011,https://tomcat.apache.org/security-9.html,2026-01-26,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0011,host-0011,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200011,Medium,https://tomcat.apache.org/security-9.html
2.4,0.218,10.20.13.32,tcp,8080,712,662,No,MVA Sample Repository,00:16:3e:0c:aa:54,asset-012.corp.local,ASSET-012,Apache Log4j Remote Code Execution detected on 10.20.13.32:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90012,https://logging.apache.org/log4j/2.x/security.html,2026-04-12,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0012,host-0012,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200012,Low,https://logging.apache.org/log4j/2.x/security.html
9.8,0.891,10.20.14.33,tcp,1433,713,663,Yes,MVA Sample Repository,00:16:3e:0d:aa:5b,asset-013.corp.local,ASSET-013,Microsoft SQL Server Unsupported Version detected on 10.20.14.33:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90013,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-04-13,2026-05-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0013,host-0013,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200013,Critical,https://learn.microsoft.com/sql/sql-server/end-of-support
7.8,0.709,10.20.15.34,tcp,443,714,664,Yes,MVA Sample Repository,00:16:3e:0e:aa:62,asset-014.corp.local,ASSET-014,OpenSSL Security Update Available detected on 10.20.15.34:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90014,https://www.openssl.org/news/vulnerabilities.html,2026-04-14,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0014,host-0014,No,Yes,High,OpenSSL Security Update Available,General,200014,High,https://www.openssl.org/news/vulnerabilities.html
5.4,0.491,10.20.16.35,tcp,3389,715,665,No,MVA Sample Repository,00:16:3e:0f:aa:69,asset-015.corp.local,ASSET-015,Remote Desktop Weak Encryption Enabled detected on 10.20.16.35:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90015,https://www.tenable.com/plugins,2026-04-15,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0015,host-0015,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200015,Medium,https://www.tenable.com/plugins
2.4,0.218,10.20.17.36,tcp,443,716,666,No,MVA Sample Repository,00:16:3e:10:aa:70,asset-016.corp.local,ASSET-016,Nginx Security Update Available detected on 10.20.17.36:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90016,https://nginx.org/en/security_advisories.html,2026-04-16,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0016,host-0016,No,Yes,High,Nginx Security Update Available,Web Servers,200016,Low,https://nginx.org/en/security_advisories.html
9.8,0.891,10.20.18.37,tcp,445,717,667,Yes,MVA Sample Repository,00:16:3e:11:aa:77,asset-017.corp.local,ASSET-017,SMB Signing Not Required detected on 10.20.18.37:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90017,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2025-11-18,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0017,host-0017,No,Yes,High,SMB Signing Not Required,Windows,200017,Critical,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
7.4,0.673,10.20.10.38,tcp,0,718,668,No,MVA Sample Repository,00:16:3e:12:aa:7e,asset-018.corp.local,ASSET-018,Oracle Java Unsupported Version detected on 10.20.10.38:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90018,https://www.tenable.com/plugins,2026-04-18,2026-05-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0018,host-0018,No,Yes,High,Oracle Java Unsupported Version,General,200018,High,https://www.tenable.com/plugins
5.4,0.491,10.20.11.39,tcp,0,719,669,No,MVA Sample Repository,00:16:3e:13:aa:85,asset-019.corp.local,ASSET-019,Linux Kernel Security Update Available detected on 10.20.11.39:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90019,https://www.tenable.com/plugins,2026-04-19,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0019,host-0019,No,Yes,High,Linux Kernel Security Update Available,Linux,200019,Medium,https://www.tenable.com/plugins
2.4,0.218,10.20.12.40,tcp,443,720,670,No,MVA Sample Repository,00:16:3e:14:aa:8c,asset-020.corp.local,ASSET-020,TLS 1.0 Protocol Detection detected on 10.20.12.40:443.,TLS 1.0 Protocol Detection,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:ssl,,90020,https://www.tenable.com/plugins,2026-04-20,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0020,host-0020,No,Yes,High,TLS 1.0 Protocol Detection,SSL,200020,Low,https://www.tenable.com/plugins
9.4,0.855,10.20.13.41,tcp,8009,721,671,No,MVA Sample Repository,00:16:3e:15:aa:93,asset-021.corp.local,ASSET-021,Apache Tomcat AJP Request Injection detected on 10.20.13.41:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90021,https://tomcat.apache.org/security-9.html,2026-04-21,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0021,host-0021,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200021,Critical,https://tomcat.apache.org/security-9.html
7.8,0.709,10.20.14.42,tcp,8080,722,672,Yes,MVA Sample Repository,00:16:3e:16:aa:9a,asset-022.corp.local,ASSET-022,Apache Log4j Remote Code Execution detected on 10.20.14.42:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90022,https://logging.apache.org/log4j/2.x/security.html,2026-01-22,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0022,host-0022,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200022,High,https://logging.apache.org/log4j/2.x/security.html
5.4,0.491,10.20.15.43,tcp,1433,723,673,No,MVA Sample Repository,00:16:3e:17:aa:a1,asset-023.corp.local,ASSET-023,Microsoft SQL Server Unsupported Version detected on 10.20.15.43:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90023,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-04-23,2026-05-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0023,host-0023,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200023,Medium,https://learn.microsoft.com/sql/sql-server/end-of-support
2.4,0.218,10.20.16.44,tcp,443,724,674,No,MVA Sample Repository,00:16:3e:18:aa:a8,asset-024.corp.local,ASSET-024,OpenSSL Security Update Available detected on 10.20.16.44:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90024,https://www.openssl.org/news/vulnerabilities.html,2026-04-24,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0024,host-0024,No,Yes,High,OpenSSL Security Update Available,General,200024,Low,https://www.openssl.org/news/vulnerabilities.html
