"Tool","Asset Type","IP Address","DNS Name","Host Name","Team Name","OS Name"
"Tenable.sc","Linux Server","10.20.12.49","asset-029.corp.local","asset-029","Linux Operations","Ubuntu 24.04 LTS"
"Tenable.sc","Security Appliance","10.20.13.50","asset-030.corp.local","asset-030","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Cloud Asset","10.20.14.51","asset-031.corp.local","asset-031","Cloud Platform","AWS EC2"
"Tenable.sc","Virtualization Host","10.20.15.52","asset-032.corp.local","asset-032","Infrastructure Operations","VMware ESXi 8"
"Tenable.sc","Database","10.20.16.53","asset-033.corp.local","asset-033","Database Operations","PostgreSQL 16"
"Tenable.sc","Windows Server","10.20.17.54","asset-034.corp.local","asset-034","Windows Operations","Windows Server 2022"
"Tenable.sc","Network Device","10.20.18.55","asset-035.corp.local","asset-035","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Database","10.20.10.56","asset-036.corp.local","asset-036","Database Operations","PostgreSQL 16"
"Tenable.sc","Endpoint","10.20.11.57","asset-037.corp.local","asset-037","Endpoint Engineering","Windows 11 Enterprise"
"Tenable.sc","Security Appliance","10.20.12.58","asset-038.corp.local","asset-038","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Linux Server","10.20.13.59","asset-039.corp.local","asset-039","Linux Operations","Ubuntu 24.04 LTS"
"Tenable.sc","Virtualization Host","10.20.14.60","asset-040.corp.local","asset-040","Infrastructure Operations","VMware ESXi 8"
"Tenable.sc","Cloud Asset","10.80.1.20","cld-tenable-sc-041.example.internal","cld-tenable-sc-041","Cloud Platform","AWS EC2"
"Tenable.sc","Database","10.80.1.21","db-tenable-sc-042.example.internal","db-tenable-sc-042","Database Operations","PostgreSQL 16"
"Tenable.sc","Windows Server","10.80.1.22","win-tenable-sc-043.example.internal","win-tenable-sc-043","Windows Operations","Windows Server 2022"
"Tenable.sc","Cloud Asset","10.80.1.23","cld-tenable-sc-044.example.internal","cld-tenable-sc-044","Cloud Platform","AWS EC2"
"Tenable.sc","Cloud Asset","10.80.1.24","cld-tenable-sc-045.example.internal","cld-tenable-sc-045","Cloud Platform","AWS EC2"
"Tenable.sc","Endpoint","10.80.1.25","ep-tenable-sc-046.example.internal","ep-tenable-sc-046","Endpoint Engineering","Windows 11 Enterprise"
"Tenable.sc","Windows Server","10.80.1.26","win-tenable-sc-047.example.internal","win-tenable-sc-047","Windows Operations","Windows Server 2022"
"Tenable.sc","Endpoint","10.80.1.27","ep-tenable-sc-048.example.internal","ep-tenable-sc-048","Endpoint Engineering","Windows 11 Enterprise"
"Tenable.sc","Cloud Asset","10.80.1.28","cld-tenable-sc-049.example.internal","cld-tenable-sc-049","Cloud Platform","AWS EC2"
"Tenable.sc","Linux Server","10.80.1.29","lnx-tenable-sc-050.example.internal","lnx-tenable-sc-050","Linux Operations","Ubuntu 24.04 LTS"
"Tenable.sc","Network Device","10.80.1.30","net-tenable-sc-051.example.internal","net-tenable-sc-051","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Endpoint","10.80.1.31","ep-tenable-sc-052.example.internal","ep-tenable-sc-052","Endpoint Engineering","Windows 11 Enterprise"
"Tenable.sc","Network Device","10.80.1.32","net-tenable-sc-053.example.internal","net-tenable-sc-053","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Linux Server","10.80.1.33","lnx-tenable-sc-054.example.internal","lnx-tenable-sc-054","Linux Operations","Ubuntu 24.04 LTS"
"Tenable.sc","Windows Server","10.80.1.34","win-tenable-sc-055.example.internal","win-tenable-sc-055","Windows Operations","Windows Server 2022"
"Tenable.sc","Security Appliance","10.80.1.35","sec-tenable-sc-056.example.internal","sec-tenable-sc-056","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Network Device","10.80.1.36","net-tenable-sc-057.example.internal","net-tenable-sc-057","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Network Device","10.80.1.37","net-tenable-sc-058.example.internal","net-tenable-sc-058","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Database","10.80.1.38","db-tenable-sc-059.example.internal","db-tenable-sc-059","Database Operations","PostgreSQL 16"
"Tenable.sc","Windows Server","10.80.1.39","win-tenable-sc-060.example.internal","win-tenable-sc-060","Windows Operations","Windows Server 2022"
"Tenable.sc","Virtualization Host","10.80.1.40","virt-tenable-sc-061.example.internal","virt-tenable-sc-061","Infrastructure Operations","VMware ESXi 8"
"Tenable.sc","Virtualization Host","10.80.1.41","virt-tenable-sc-062.example.internal","virt-tenable-sc-062","Infrastructure Operations","VMware ESXi 8"
"Tenable.sc","Linux Server","10.80.1.42","lnx-tenable-sc-063.example.internal","lnx-tenable-sc-063","Linux Operations","Ubuntu 24.04 LTS"
"Tenable.sc","Windows Server","10.80.1.43","win-tenable-sc-064.example.internal","win-tenable-sc-064","Windows Operations","Windows Server 2022"
"Tenable.sc","Network Device","10.80.1.44","net-tenable-sc-065.example.internal","net-tenable-sc-065","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Endpoint","10.80.1.45","ep-tenable-sc-066.example.internal","ep-tenable-sc-066","Endpoint Engineering","Windows 11 Enterprise"
"Tenable.sc","Security Appliance","10.80.1.46","sec-tenable-sc-067.example.internal","sec-tenable-sc-067","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Security Appliance","10.80.1.47","sec-tenable-sc-068.example.internal","sec-tenable-sc-068","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Linux Server","10.80.1.48","lnx-tenable-sc-069.example.internal","lnx-tenable-sc-069","Linux Operations","Ubuntu 24.04 LTS"
"Tenable.sc","Linux Server","10.80.1.49","lnx-tenable-sc-070.example.internal","lnx-tenable-sc-070","Linux Operations","Ubuntu 24.04 LTS"
"Tenable.sc","Database","10.80.1.50","db-tenable-sc-071.example.internal","db-tenable-sc-071","Database Operations","PostgreSQL 16"
"Tenable.sc","Virtualization Host","10.80.1.51","virt-tenable-sc-072.example.internal","virt-tenable-sc-072","Infrastructure Operations","VMware ESXi 8"
"Tenable.sc","Security Appliance","10.80.1.52","sec-tenable-sc-073.example.internal","sec-tenable-sc-073","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Database","10.80.1.53","db-tenable-sc-074.example.internal","db-tenable-sc-074","Database Operations","PostgreSQL 16"
"Tenable.sc","Endpoint","10.80.1.54","ep-tenable-sc-075.example.internal","ep-tenable-sc-075","Endpoint Engineering","Windows 11 Enterprise"
"Tenable.sc","Database","10.80.1.55","db-tenable-sc-076.example.internal","db-tenable-sc-076","Database Operations","PostgreSQL 16"
"Tenable.sc","Virtualization Host","10.80.1.56","virt-tenable-sc-077.example.internal","virt-tenable-sc-077","Infrastructure Operations","VMware ESXi 8"
"Tenable.sc","Database","10.80.1.57","db-tenable-sc-078.example.internal","db-tenable-sc-078","Database Operations","PostgreSQL 16"
"Tenable.sc","Security Appliance","10.80.1.58","sec-tenable-sc-079.example.internal","sec-tenable-sc-079","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Virtualization Host","10.80.1.59","virt-tenable-sc-080.example.internal","virt-tenable-sc-080","Infrastructure Operations","VMware ESXi 8"
"Tenable.sc","Cloud Asset","10.80.1.60","cld-tenable-sc-081.example.internal","cld-tenable-sc-081","Cloud Platform","AWS EC2"
"Tenable.sc","Security Appliance","10.80.1.61","sec-tenable-sc-082.example.internal","sec-tenable-sc-082","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Network Device","10.80.1.62","net-tenable-sc-083.example.internal","net-tenable-sc-083","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Database","10.80.1.63","db-tenable-sc-084.example.internal","db-tenable-sc-084","Database Operations","PostgreSQL 16"
"Tenable.sc","Database","10.80.1.64","db-tenable-sc-085.example.internal","db-tenable-sc-085","Database Operations","PostgreSQL 16"
"Tenable.sc","Database","10.80.1.65","db-tenable-sc-086.example.internal","db-tenable-sc-086","Database Operations","PostgreSQL 16"
"Tenable.sc","Cloud Asset","10.80.1.66","cld-tenable-sc-087.example.internal","cld-tenable-sc-087","Cloud Platform","AWS EC2"
"Tenable.sc","Network Device","10.80.1.67","net-tenable-sc-088.example.internal","net-tenable-sc-088","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Network Device","10.80.1.68","net-tenable-sc-089.example.internal","net-tenable-sc-089","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Endpoint","10.80.1.69","ep-tenable-sc-090.example.internal","ep-tenable-sc-090","Endpoint Engineering","Windows 11 Enterprise"
"Tenable.sc","Security Appliance","10.80.1.70","sec-tenable-sc-091.example.internal","sec-tenable-sc-091","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Network Device","10.80.1.71","net-tenable-sc-092.example.internal","net-tenable-sc-092","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Security Appliance","10.80.1.72","sec-tenable-sc-093.example.internal","sec-tenable-sc-093","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Linux Server","10.80.1.73","lnx-tenable-sc-094.example.internal","lnx-tenable-sc-094","Linux Operations","Ubuntu 24.04 LTS"
"Tenable.sc","Windows Server","10.80.1.74","win-tenable-sc-095.example.internal","win-tenable-sc-095","Windows Operations","Windows Server 2022"
"Tenable.sc","Security Appliance","10.80.1.75","sec-tenable-sc-096.example.internal","sec-tenable-sc-096","Security Operations","Palo Alto PAN-OS 11"
"Tenable.sc","Cloud Asset","10.80.1.76","cld-tenable-sc-097.example.internal","cld-tenable-sc-097","Cloud Platform","AWS EC2"
"Tenable.sc","Database","10.80.1.77","db-tenable-sc-098.example.internal","db-tenable-sc-098","Database Operations","PostgreSQL 16"
"Tenable.sc","Network Device","10.80.1.78","net-tenable-sc-099.example.internal","net-tenable-sc-099","Network Engineering","Cisco IOS XE 17"
"Tenable.sc","Windows Server","10.80.1.79","win-tenable-sc-100.example.internal","win-tenable-sc-100","Windows Operations","Windows Server 2022"
